Timestamp,Email Address,Region,Province,City/ Municipality, Name of Laboratory,Type of Ownership,Type of Testing,Zoning Catchment Area (province/city/municipality) + total specimen per area per day (i.e. Rizal-50),Operating Hours per day,Operating Days,Declared turnaround time from specimen receipt to results release (in hours),Cut off time,"Actual Maximum Operational Capacity per day (# of samples than can be tested  per day-based on available machine, HR, operating hours, etc.  i.e. 1000)","Maximum number of samples that can be processed per day (based on available machine, HR, supplies, operating hours, etc. i.e. 1000)",Status of Laboratory Operational Capacity,Factors Affecting Current Operational Capacity,Number of Operational Extraction Machine ,Compatible Specimen Collection Kit to Extraction Machines,Number of Sansure SSR needed per day ,Number of VTM needed per day,Compatible DOH Procured Automated Extraction Kit to Extraction Machine,Number of Automated Extraction Kit needed per day,"Maximum Automated Extraction Output Per Day (maximum number of samples extracted per day based on available machine, HR, operating hours, etc.)","Current Automated Extraction Output per day (actual number of samples extracted per day based on available machine, HR, supplies, operating hours, etc.)",Number of Manual Extraction Kit needed per day,"Maximum Manual Extraction Output Per Day (maximum number of samples that can be extracted per day based on available machine, HR, operating hours, etc.)","Current Manual Extraction Output per day (current number of samples that can be extracted per day based on available machine, HR, supplies, operating hours, etc.)",Factors Affecting Extraction Output ,Operational PCR Machines,Number of PCR Kits needed per day,"Maximum PCR Output per day (maximum samples processed per day based on available machine, HR, operating hours, etc.)","Current PCR Output per day (current samples  processed per day based on available machine, HR, supplies, operating hours, etc.)",Type of Cartridge-based RT-PCR Machine,Type of Cartridged-based Modules,Total Operational Machine Modules (numeric value),Total number of Genexpert cartridges needed per day (numeric value),Total number of GeneXpert cartridges needed per month (numeric value),Other Requirements Prior to Acceptance of Samples,Other Laboratory Needs,Laboratory Contact Person,Contact Number (For DOH only),Specimens Collected,Preferred DOH Procured Manual Extraction Kit ,Brand of PCR Machines,Compatible DOH Procured PCR Kits to PCR Machines,Brand of RNA Extraction Machine,Testing output relative to capacity (number of samples tested/ declared maximum number of samples that can be processed) x 100 ,Positive Control Failure (No of runs in a day affected by a positive control failure),Internal Control Failure (No. of samples released with invalid result/ total number of samples tested for the day x 100),Negative Control Failure (No. of runs in a day affected by negative control failure),Declared turnaround time from specimen receipt to results release (in hours),Maximum Machine Operational Capacity [total samples per run x number of runs per day x total machines (separate RNA extraction from RT PCR machines i.e. 400; 500)],Total samples tested last week (from Mon to Sun),Total Cartridged-based samples tested per day
4/19/2021 14:09:05,mmtobias@themedicalcity.com,NCR,Rizal,Pasig,The Medical City - Ortigas,Private,RT-PCR and GeneXpert,Pasig - 240,16 hours,7 days with holidays,24 hours,"4am, 1pm and 3pm",500,250,Increase,Patient influx,2,VTM,11,250,Genefinder viral RNA,8,500,250,Qiagen 1 kit; Hi pure 2 kits,500,250,Repeat runs,3,10,500,250,Cepheid GeneXpert,Four placer,8,2,3,Complete documents,N/A,Dr. Rose Lou Agbay/ Ma. Luisa Tobias,8 988-1000 loc 6125,1 NPS and 1 OPS,"Qiagen 250 viral RNA, Roche Hi Pure",Bio-Rad CFX96,Sansure,GeneFinder Ex-mate 32,5 x 100 = 500,0,0,0,,,,
4/19/2021 14:15:07,cmdlservices.uplb@up.edu.ph,IV-A,LAGUNA,LOS BANOS,UPLB COVID-19 MOLECULAR DIAGNOSTIC LABORATORY,Other Government Agency,RT-PCR,Laguna - 100 to 160,12 hours,5 days,48 hours,12 noon,180,80-160,Average/Manageable,Number of incoming samples; internet services,No Extraction Machine,VTM,We don't use Sansure SSR,80 (Some RHUs do not request for replacement VTMs because they have their own supply),No extraction machine,NONE,N/A (no extraction machine),N/A ,100-160,180,100-160,Performing repeat runs and number of samples received by cut off time,3,180 reactions,240,100-160,None,None,0,0,0,CIF and Linelist,,Maria Genaleen Q. Diaz,09176456265,1 NPS and 1 OPS,"Invitrogen Purelink TM Viral RNA/ DNA Mini Kit, GenAmplify TM Viral RNA Purification Kit",Bio-Rad CFX96,"BGI, A Star Fortitude Kit 2.0, Sansure",No extraction machine,300,0,0,0,,,,
4/19/2021 15:30:24,boholpcrlaboratory@gmail.com,VII,Bohol,Tagbilaran City,Bohol Containerized PCR Laboratory ,Other Government Agency,RT-PCR,"Bohol-94
",8 hours,7 days with holidays,48 hours,8:00 AM,180,94,Decrease,"Number of samples received
",No Extraction Machine,VTM and SSR,180,180,Manual Extraction,0,0,0,2,180,94,Number of samples received,2,2,180,94,none,none,0,0,0,"Complete info in CIF and proper specimen packaging
",,Dr. Cesar Tomas Lopez,09496091784,1 NPS and 1 OPS,Not Applicable,Bio-Rad CFX96,none,,18000,0,0,0,,,,
4/19/2021 16:12:11,taguigcitymolecularlab@gmail.com,NCR,manila,taguig city,Taguig City Molecular Laboratory,LGU Owned,RT-PCR,n/a,8 hours,5 days,72 hours,n/a,616,616,Average/Manageable,n/a,1,VTM and SSR,n/a,n/a,Kingfisher with consumables,5,576,576,n/a,n/a,n/a,n/a,1,n/a,528,528,,,,,,,,faith C agravante,09569430017,"1 NPS only, 1 OPS only",Not Applicable,Bio-Rad CFX96,"BGI, Sansure",Kingfisher,n/a,n/a,n/a,n/a,,,,
4/19/2021 16:16:49,rmc.covidlab@gmail.com,NCR,NATIONAL CAPITAL REGION,PASIG CITY,RIZAL MEDICAL CENTER,DOH Owned,GeneXpert,N/A,12 hours,7 days with holidays,24 hours,4:30PM,128,40,Average/Manageable,"Supply of Cartridges
",No Extraction Machine,N/A,,,,,,,,,,,,,,,Cepheid GeneXpert,Sixteen placer,16,50,1100,,,"JUSTINE LORENZ V. FALZADO, RMT",09164395801,1 NPS and 1 OPS,,,,,31,,,,,,,
4/19/2021 16:47:47,bghmcmolbiolab@gmail.com,CAR,Benguet,Baguio City,BAGUIO GENERAL HOSPITAL AND MEDICAL CENTER,DOH Owned,RT-PCR,"Region I  (Pangasinan): 100 samples/week
CAR: 1000/day",24 hours,7 days with holidays,48 hours,4:00 pm,1000/day,1500/day,Average/Manageable,"Availability of machine (PCR Machines and Automated Extraction Machine),and the availability of PCR kits",1,VTM and SSR,500,1000,"Thermo Scientific Magmax Extraction kit, Kingfisher with consumables, MGI Easy Magnetic Beads Virus DNA/RNA Extration Kit",1500,1000,1500,500,500,500,Consumables and Extraction Kits,3,1500,1000,1500,N/A,N/A,0,0,0,"1.Properly Triple Packed Specimens
2.Completely filled up CIF forms
3.Properly labelled specimens
4.Completed Lineleists Submission","We need additional automated extraction machine, and PCR machine as an alternative of our existing machine, this is to prevent overuse of these units and to prevent future malfunctions of these units.",Rommel C. Verganio,N/A,1 NPS and 1 OPS,"Macherey Nagel Nucleospin DX Virus, GenAmplify TM Viral RNA Purification Kit",Bio-Rad CFX96,N/A,Kingfisher,,9,0,0,,,,
4/19/2021 18:47:13,pghmolecularlab@gmail.com,NCR,Metro Manila ,Manila,UP-PGH Molecular Laboratory,Other Government Agency,RT-PCR and GeneXpert,NCR - 350,24 hours,7 days with holidays,48 hours,N/A,800,650,Increase,DOT and OFW referrals ,4,VTM,N/A,650,Thermo Scientific Magmax Extraction kit,650,800,650,100,100,50,N/A,2,650,800,650,Cepheid GeneXpert,Four placer,9,30,200-250,"CIF, Cf-2, Proper label on tube and ziplock ",,"Allan D. Canseco, RMT",09566226764,1 NPS and 1 OPS,GenAmplify TM Viral RNA Purification Kit,"MIC PCR, ABI 7500 Fast, BDMAX SARS COV 2, Bio-Rad CFX96","BGI, A Star Fortitude Kit 2.0, Sansure","Kingfisher, Panagene Panamax 48","Processed: 650, Maximum:1000",1-2,2-3,1-2,,,,
4/19/2021 21:12:14,lpghstc.molecular@gmail.com,NCR,metro manila,las pinas,Las Pinas General Hospital and Satellite Trauma Center ,DOH Owned,RT-PCR and GeneXpert,"las pinas - 100
cavite - 25",12 hours,7 days with holidays,24 hours,2 pm,260,200,Increase,surge in samples for testing. Additional samples from LGU because of machine breakdown of RITM,1,Sansure SSR,200,0,N/A,2,200,200,0,0,0,N/A,2,9,200,200,Cepheid GeneXpert,Four placer,1,8,40,N/A,N/A,Cecil D. Alcazaren,09471962187,1 NPS and 1 OPS,Not Applicable,"Sansure MA 6000, Sansure Slan48",Sansure,Genolution Nextractor 48,130,0,0,0,,,,
4/19/2021 22:10:19,drstmh.covid19lab@gmail.com,VI,Aklan,Kalibo,Dr. Rafael S. Tumbokon Memorial Hospital,LGU Owned,RT-PCR,Aklan-200,12 hours,7 days with holidays,48 hours,10 AM,250,200,Average/Manageable,None,2,VTM and SSR,0,200,None,2 boxes/ 96 tests,250,200,1 box/50 tests,200,150,None,4,4 boxes/50 tests,250,200,N.A,N.A,0,0,0,0,None,Liezel Laserna,09301240068,1 NPS and 1 OPS,Invitrogen Purelink TM Viral RNA/ DNA Mini Kit,"ABI Quantstudio, Bio-Rad CFX96","BGI, A Star Fortitude Kit 2.0",Biobase Diagnostic Technology,80,0,0.5,0,,,,
4/19/2021 23:07:52,dlesliza@dlshsi.edu.ph,IV-A,CAVITE,DASMARIÑAS,CAVITE- DE LA SALLE COVID-19 DIAGNOSTIC CENTER,Private,RT-PCR,CAVITE- 600 TO 700,12 hours,6 days with holidays,48 hours,12 Noon,1000,736 to 920,Increase,Limited source of reagents,2,"Sansure SSR, Magabio, GenAmpli Beadamax",12 vials,600 to 700,Sansure SSR,6 Boxes of Magabio; 12 vials of Sansure SSR,920,736 to 920,N/A,N/A,N/A,N/A,5,5,12 PCR kits,920,N/A,N/A,N/A,N/A,N/A,"Supporting documents to Non- Philhealth Members/ Minimum Requirements for Acceptable Samples (eg. proper collection, container, transport, temperature storage, and complete and Properly filled-up CIFs)",None,Dexter Bryan L. Esliza,(046)437 2296,"1 NPS only, 1 OPS only",Sansure,"ABI Quantstudio, Sansure MA 6000",N/A,"BIOER Magabio Virus DNA/RNA Extraction Kit, Sansure Natch CS, Panagene Panamax 48",73.6 to 92,None,None,None,,,,
4/20/2021 8:08:32,djnrmhsmolecularlab@gmail.com,NCR,METRO MANILA,CALOOCAN ,Dr.Jose N. Rodriguez Memorial AHospital and Sanitarium Molecular Diagnostic Laboratory,DOH Owned,RT-PCR and GeneXpert,300 ofw / 50 LGU,16 hours,7 days with holidays,48 hours,5:00 PM ,270,400,Increase,Ofw testing /mandatory swabbing,3,VTM and SSR,300,300,SANSURE,15,300,400-500,15,300,400-500,Ofw testing /mandatory swabbing,4,15,300,400-500,Cepheid GeneXpert,Four placer,4,5,150,Valid id/cif/linelist,N/A,MAVERICK FLORES,0965490544,1 NPS and 1 OPS,SANSURE,Sansure MA 6000,Sansure,"Maccurra, Sansure Natch CS",148.15,0,0,0,,,,
4/20/2021 8:09:05,oksicovid19lab@gmail.com,IV-B,OCCIDENTAL MINDORO,MAMBURAO,OCCIDENTAL MINDORO PROVINCIAL HOSPITAL GENEXPERT LABORATORY,LGU Owned,GeneXpert,WHOLE PROVINCE OF OCCIDENTAL MINDORO-VARIABLE NUMBER OF SAMPLES,8 hours,5 days,24 hours,3PM,24,24,Average/Manageable,UNAVAILABILITY OG VTM/UTM IN REFERRING FACILITIES,No Extraction Machine,N/A,N/A,24,N/A,N/A,N/A,NA/,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,Cepheid GeneXpert,Four placer,1,20,400,"PROPERLY FILLED UP CIF, PMRF, LINELIST AND LAB REQUEST, PROPERLY PACKED SAMPLES",NONE,LARRY AMITA,09778106807,"1 NPS only, 1 OPS only, 1 NPS and 1 OPS",Not Applicable,N/A,N/A,N/A,70%,0,0,0,,,,
4/20/2021 9:54:11,leynard.tiamzon@redcross.org.ph,NCR,Metro Manila,Mandaluyong,PRC-NBC Molec Lab,Private,RT-PCR,Metromanila 2000,24 hours,7 days with holidays,48 hours,N/A,,2000,Average/Manageable,Number of samples,2,"Sansure SSR, Saliva",25,N/A,Snsure Kits,25,20,20,N/A,N/A,N/A,N/A,4,20,1800,1800,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Leynard C. Tiamzon,Leynard C. Tiamzon,1 NPS and 1 OPS,Not Applicable,"Sansure MA 6000, Sansure Slan96",Sansure,Sansure Natch CS,50,0,0,0,48,,,
4/20/2021 14:41:31,prcnegocc.molab@gmail.com,VI,Negros Occidental,Bacolod City,PRC Negros Occidental Molecula Laboratory,Private,RT-PCR,Negros Occidental and Bacolod City - 174,16 hours,7 days,48 hours,5:00 pm,,180,Average/Manageable,increasing positive cases,1,Sansure SSR,200,0,none,2 kits,1000,180-270,n/a,n/a,n/a,n/a,2,4-6 kits,1000,180-270,n/a,n/a,0,0,0,none,none,Mary Grace Napoles,09162886389,1 NPS and 1 OPS,Not Applicable,Sansure MA 6000,Sansure,Sansure Natch CS,,none,0,none,24-48 hours,,,
4/21/2021 10:05:58,bicolmedcovidlab@gmail.com,V,CAMARINES SUR,NAGA CITY,BICOL MEDICAL CENTER GENEXPERT LABORATORY,DOH Owned,GeneXpert,NAGA CITY-120,12 hours,7 days with holidays,24 hours,4:30PM,,160,Increase,NONE,3,VTM,0,120,N/A,0,0,0,0,0,0,N/A,3,120,160,25,Cepheid GeneXpert,"Four placer, Sixteen placer",21,160,4800,NONE,NONE,"MARY ELAINE TOLIDANES, RMT",09669450261,1 NPS only,Not Applicable,GENEXPERT,XPERT XPRESS SARS-COV-2 CARTRIDGE,N/A,15,0,0,0,24,,,
4/21/2021 21:28:43,biopathCAP@biopath.ph,VII,CEBU,CEBU CITY,BioPATH Clinical Diagnostics Inc-AFRIMS,Private,RT-PCR and GeneXpert,Cebu City-100,12 hours,7 days with holidays,48 hours,4 PM,,100,Average/Manageable,Availability of kits,2,VTM,0, ≥ 100,N/A,2,184,184,N/A,N/A,N/A,none,2,2,184,184,Cepheid GeneXpert,Sixteen placer,15,100, ≥2000,"Quality of samples, completely filled out forms, specimen transportation condition upon receipt",none,Mary Joy Kee,09175692545,1 NPS only,Not Applicable,ABI Quantstudio,N/A,"Perkin Elmer pre-NAT, RBC Bioscience Magcore Plus-II",,0,0,0,24-48 hours,,,
4/26/2021 0:48:00,molecularlab@mjsantos.com.ph,CARAGA,Agusan del Norte,Butuan City,Manuel J. Santos Hospital,Private,GeneXpert,Butuan City-35,12 hours,7 days with holidays,24 hours,Morning:10am; afternoon: 2pm; on call shift: 9:30pm,,52,Average/Manageable,"incomplete infos of CIFs, LACK OF MANPOWER (3 analyst only), SCHEDULING, if one or more module of GeneXpert machine is defective",No Extraction Machine,VTM,0,40,n/a,0,0,0,0,0,0,n/a,1,0,0,0,Cepheid GeneXpert,Four placer,4,40,750,"complete infos in CIF (latest version), proper storage and proper labels of samples when transporting, 1 nasopharyngeal swab only and should be placed in SANLI VTM",scheduled training for competency/proficiency testing in GeneXpert for additional staffs,"Ruth Grace B. Ranario, RMT",09985822747,1 NPS only,Not Applicable,n/a,n/a,n/a,67.3,0,11.4,0,within 24 hours,1,,
4/26/2021 6:54:33,molecular_lab@chonghua.com.ph,VII,Cebu,Cebu City,Molecular Pathology Laboratory- Chong Hua Hospital Cebu City,Private,RT-PCR and Other Cartridge based,Cebu City- 100,24 hours,7 days with holidays,24 hours,none,,135,Average/Manageable,none,2,Sansure SSR,200,0,none,none,none,none,6,135,135,none,2,6,135,135,Biofire,none,1,0,0,Laboratory Request and CIF,none,"Josephine Jasmin Ong, RMT",09177703492,"1 NPS only, 1 OPS only, 1 NPS and 1 OPS",none,"Sansure Slan48, DLAB ACCURATE 96",Sansure,"DLAB ACCURATE 96, Sansure SLAN48p",100,none,none,none,24,141,,
4/26/2021 6:54:37,kccrisostomo@sehi.ph,XII,South Cotabato,General Santos City,"St. Elizabeth Hospital, Inc.",Private,GeneXpert,"South Cotabato- 5
General Santos City- 25
Sarangani- 0-2
Sultan Kudarat- 0-2
",24 hours,"7 days, 7 days with holidays",24 hours,None,,32,Average/Manageable,"- Increase in number of OFWs travelling abroad
- Turnaround time (2 hours)",No Extraction Machine,none,NONE,50,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,1,NONE,NONE,NONE,Cepheid GeneXpert,Four placer,4,50,1500,NONE,NONE,Dr. Kenneth C. Crisostomo,N/A,1 NPS and 1 OPS,NONE,GENEXPERT,NONE,NONE,,NONE,NONE,NONE,2,96,,
4/26/2021 6:58:22,rmc.covidlab@gmail.com,NCR,NATIONAL CAPITAL REGION,PASIG CITY,RIZAL MEDICAL CENTER - GENEXPERT LABORATORY,DOH Owned,GeneXpert,N/A,12 hours,7 days with holidays,24 hours,4:30PM,,40,Average/Manageable,SUPPLY OF CARTRIDGE,No Extraction Machine,VTM,N/A,50,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,Cepheid GeneXpert,Sixteen placer,16,50,1100,LAB REQUEST AND CIF,"SUPPLY OF VTM, OPS, NPS and CARTRIDGES","JUSTINE LORENZ V. FALZADO, RMT",09164395801,1 NPS and 1 OPS,Not Applicable,N/A,N/A,N/A,31.25,N/A,N/A,N/A,2,128,,
4/26/2021 7:09:26,nihcovid19.upm@up.edu.ph,NCR,Metro Manila,Manila,UP NIH Molecular Laboratory,Other Government Agency,RT-PCR,Manila and Mandaluyong +/- Valenzuela others ( no fixed number per day / no quotas),16 hours,7 days with holidays,48 hours,Specimens receive from 6:30 AM - 10 AM for same day processing; can receive up to 7 PM for next day processing.,,"Average: January - 99, February - 112, March - 172, April up to present - 223",Average/Manageable,"Number of specimens submitted by DRUs etc.;
Status of BSL2+ laboratory, Extraction and PCR machines;
Number of staffs reporting to work;
Reagents, consumables and supplies.",2,"VTM, Sansure SSR, VTM and SSR",0,300,"Thermo Scientific Magmax Extraction kit, Kingfisher with consumables, Panamax GenAmplify BeaDxMax",Depending on the machine used - Magmax - one only because 1 kit can do 1000 reactions; GenAmplify BeaDxMax kits- can be up to 400 reactions / 1 box a day,400,"Average: January - 99, February - 112, March - 172, April up to present - 223 + 20% for reruns and controls.",1 kit,up to 50 (equivalent to 1 kit),up to 50,"Number of specimens received, number of reruns from automated extraction due to invalid / no internal control, errors, and results for validation, specimens with low volume",4,5 (for kits with 48 tests - Sansure BioTech),400,250,N/A,N/A,N/A,N/A,N/A,"Case Investigation Form Version 7, 
Linelist (Form A), 
Sealed Transport Box with ice packs inside.",N/A,Karen Cybelle J. Sotalbo,09953579280,"1 NPS only, 1 OPS only, 1 NPS and 1 OPS",Not Applicable,"MIC PCR, Bio-Rad CFX96","BGI, A Star Fortitude Kit 2.0, Sansure, GenAmplify","Kingfisher, Panagene Panamax 48",,N/A,N/A,N/A,48 hours,400,,
4/26/2021 7:55:26,djprchmolecularlab@gmail.com,XII,south cotabato,general santos city,DR. JORGE P. ROYECA HOSPITAL,LGU Owned,RT-PCR,GENERAL SANTOS CITY-64,8 hours,7 days with holidays,24 hours,8AM,,128,Decrease,AVAILABILITY OF CONSUMABLES ,1,VTM,N/A,64,N/A,64,128,64,64,64,0,AVAILABILITY OF AUTOMATED EXTRACTION KITS,2,64,128,64,N/A,N/A,N/A,N/A,N/A,CIF,N/A,RIZA S. BERENIO,09261517768,1 NPS and 1 OPS,GenAmplify TM Viral RNA Purification Kit,"Qiagen Rotogene Q, ABI 7500 REGULAR",N/A,BIOER Magabio Virus DNA/RNA Extraction Kit,50,N/A,N/A,N/A,24,132,,
4/26/2021 7:58:41,jblmghmpl.covid19@gmail.com,III,Pampanga,San Fernando,Jose B.Lingad Memorial General Hospital,DOH Owned,RT-PCR and GeneXpert,1000,24 hours,6 days,48 hours,12 MN,,1300,Increase,lack of consumables for our BGI testing platform,1,Sansure SSR,1300,0,"MGI Easy Magnetic Beads Virus DNA/RNA Extration Kit, Sansure Sample Released Reagent",28,1000,1300,0,0,0,none,8,55,1000,1300,Cepheid GeneXpert,Four placer,1,32,96,"complete,correct and encoded CIF version 8,linelist,swab referral summary form",none,"Andres T.Miranda,RMT",09064502963,1 NPS and 1 OPS,"XABT Nucleic Extraction Kit, Maccura","Bioer LineGene 9600 series, Sansure MA 6000","BGI, Sansure","Auto-Pure32A (Allsheng), Sansure Natch CS, AMTK(BGI)",130,0,7.8,0,48,1000,,
4/26/2021 8:01:09,pasigmolecularlab@gmail.com,NCR,Metro Manila,Pasig,Pasig City Children's Hospital,LGU Owned,RT-PCR,Pasig- 800,12 hours,6 days with holidays,48 hours,7pm,,800,Increase,Surge of samples,3,VTM,0,300,Na,1000,500,800,0,0,,Surge of samples,2,30,500,800,Na,Na,0,0,0,Na,Na,Mc Henry A. Vega,09156760496,1 NPS and 1 OPS,Not Applicable,Bio-Rad CFX96,"BGI, Sansure","GeneFinder Ex-mate 32, Panagene Panamax 48",160,0,0,0,48,500,,
4/26/2021 8:04:00,lagunamolecularlaboratory@gmail.com,IV-A,Laguna,San Pablo City,Laguna Provincial Hospital - San Pablo City District Hospital,LGU Owned,RT-PCR,"Laguna, Batangas & Quezon - 270",12 hours,7 days with holidays,48 hours,4:00PM,,270,Increase,Increased positive cases & decreased testing capacity of RITM,No Extraction Machine,Sansure SSR,300,0,N/A,N/A,N/A,N/A,6 packs x 48's,270,270,Increased positive cases & decreased testing capacity of RITM,2,12 boxes x 24's,270,270,N/A,N/A,N/A,N/A,N/A,"Laboratory Request Form, CIF",Valid ID,Maria Rhea C. Barrion,09516909328,1 NPS and 1 OPS,GenAmplify TM Viral RNA Purification Kit,"Bio-Rad CFX96, DLAB Accurate 96",Sansure,N/A,83.33%,0,0,0,36,270,,
4/26/2021 8:10:13,encoding.qc@biopath.ph,NCR,METRO MANILA,E. RODRIGUEZ,"BIOPATH CLINICAL DIAGNOSTICS, INC. E. RODRIGUEZ",Private,RT-PCR and GeneXpert,METRO MANILA - 100,16 hours,7 days,48 hours,2:00 PM,,200-300,Average/Manageable,NONE,2,VTM,0,170,MGI Easy Magnetic Beads Virus DNA/RNA Extration Kit,2-3,500,100-120,0,0,,N/A,2,2-3,500,100-120,Cepheid GeneXpert,Sixteen placer,16,200,3000,COMPLETELY FILLED UP CIF,N/A,"MARIEL CHARI CANOZA, CMT",09175692445,"1 NPS only, 1 OPS only, 1 NPS and 1 OPS",Not Applicable,ABI Quantstudio,N/A,"Perkin Elmer pre-NAT, BIOPERFECTUS",,0,0,0,24,500,,
4/26/2021 8:20:12,bicolmedcovidlab@gmail.com,V,CAMARINES SUR,NAGA CITY,BICOL MEDICAL CENTER GENEXPERT LABORATORY,DOH Owned,GeneXpert,NAGA CITY-120,12 hours,7 days with holidays,24 hours,4:30PM,,24,Increase,NONE,3,VTM,0,120,N/A,0,0,0,0,0,0,N/A,3,120,160,25,Cepheid GeneXpert,"Four placer, Sixteen placer",21,160,4800,NONE,"MORE CATRIDGE, PPE","MARY ELAINE TOLIDANES, RMT",09669450261,1 NPS only,Not Applicable,GENEXPERT,XPERT XPRESS SARS-COV-2 CARTRIDGE,N/A,15,0,0,0,24,160,,
4/26/2021 8:20:40,oksicovid19lab@gmail.com,IV-B,OCCIDENTAL MINDORO,MAMBURAO,OCCIDENTAL MINDORO PROVINCIAL HOSPITAL-GENEXPERT LABORATORY,LGU Owned,GeneXpert,WHOLE PROVINCE OF OCCIDENTAL MINDORO/ VARIED NO. OF SPECIMEN/ REFERRING FACILITY,8 hours,5 days,48 hours,3:00PM,,24,Average/Manageable,UNAVAILABILITY OF VTM/UTM IN SOME REFERRING FACILITIES,No Extraction Machine,VTM,N/A,24,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,Cepheid GeneXpert,Four placer,4,24,480,"COMPLETELY FILLED-UP CIF, PMRF, LAB REQUEST, LINELIST, PROPERLY PACKED SPECIMEN",N/A,LARRY AMITA,09778106807,"1 NPS only, 1 OPS only, 1 NPS and 1 OPS",N/A,N/A,N/A,N/A,77.5,N/A,N/A,N/A,24-48 HRS,24,,
4/26/2021 8:27:04,dmmcpcrlab2@gmail.com,IV-A,BATANGAS,TANAUAN CITY,DANIEL O. MERCADO MEDICAL CENTER,Private,RT-PCR,"BATANGAS-65, NCR-25, LAGUNA-10",16 hours,6 days with holidays,48 hours,11AM & 5PM,,100,Average/Manageable,"SHIFTING SCHEDULE, MANPOWER, TESTING CENSUS",2,Sansure SSR,100,N/A,N/A,4,192,100,N/A ,N/A ,N/A ,MACHINE SPECIFICATIONS,2,4,192,100,N/A,N/A,N/A,N/A,N/A,"COMPLETE CIF/LINE LIST, TRIPLE PACKAGING, PROPER LABELING",N/A,OLIVER R. LUBIANO,043-406-9884,1 NPS and 1 OPS,N/A ,"Bio-Rad CFX96, Sansure MA 6000",N/A,"Sansure Natch CS, Panagene Panamax 48",52%,0,0,0,24-48,192,,
4/26/2021 8:29:22,pathologymole.armmc@gmail.com,NCR,NCR,MARIKINA CITY,AMANG RODRIGUEZ MEMORIAL MEDICAL CENTER,DOH Owned,RT-PCR and GeneXpert,"NCR-50, RIZAL-30",8 hours,6 days,48 hours,1:00PM,,60,Increase,"Lack of Manpower, Constraint on Schedule",1,VTM and SSR,30,70,N/A,2,80,60,1,60,20,"Lack of Manpower, Constraint schedule",1,2,80,60,Cepheid GeneXpert,"Four placer, Sixteen placer",20,20,300,"CIF, Lab Request Form, CF-2, CDRS-based Linelist, Specimen integrity",n/a,RACQUEL RHYS CASAOL VERZOSA,09154324900,1 NPS and 1 OPS,GenAmplify TM Viral RNA Purification Kit,Bio-Rad CFX96,BGI,Genolution Nextractor 48,6000,0,0,0,48,80,,
4/26/2021 8:30:20,jeanelyntaguinod@gmail.com,II,Cagayan,Tuguegarao City,Cagayan Valley CHD TB Reference Laboratory,DOH Owned,GeneXpert,different DRUs: 50-90 per day,8 hours,7 days with holidays,24 hours,"Cut off for specinen receiving: 3pm on weekdays, 10am on weekends",,90,Average/Manageable,number of specimens received per day,2,VTM and SSR,90 assuming that there is no available vtm,90 assuming that there is no available vtm,na,na,na,na,na,na,na,na,2,90-112,112,90,Cepheid GeneXpert,"Four placer, Sixteen placer",16,112,3360,Must be encoded in COVID CODA (local IS linked with CDRS),biohazard bags (no available supplier for local procurement),Shirlyn A Perez,09178721107,1 NPS and 1 OPS,Not Applicable,Cepheid,Cepheid Xpert Xpress,na,90/112*100 = 80,NA,NA,NA,24,112,,
4/26/2021 8:44:48,flordelizyao.sddiph@gmail.com,NCR,NCR,MANDALUYONG,SAFEGUARD DNA DIAGNOSTICS INC.,Private,RT-PCR,MANDALUYONG - 900,24 hours,7 days with holidays,48 hours,"48 HRS AND 24 HRS STAT : 6:30AM TO 11PM, 12 HRS (STRICKLY FOR MEDICAL PURPOSES USE ONLY) 6:30AM TO 12NN AND 4PM TO 11PM.",,1200,Increase,MANPOWER,10,"VTM, VTM and SSR",N/A,900-1200,LOGIX SMART (COVID 19 KIT),3 BOXES (1 BOX/480 TEST),900-1200,900-1200,N/A,N/A,N/A,N/A,4,10-14 PCR PLATE,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"COMPLETE CIF VERSION 8, ID OF PATIENT, PRIOR APPOINTMENT",RUEL MANITO,09171402424,1 NPS and 1 OPS,Not Applicable,BIORAD 384 PCR INSTRUMENT AND BIORAD 96 PCR INSTRUMENT,N/A,LAB TURBO 48 RNA AND DNA EXTRACTION MACHINE,,0,0,1100x 1200x 100,48 HOURS,1200,,
